ga_sourcemedium,ga_date,ga_users_count,ga_sessions_count,ga_pageviews,ga_timeonpage_sec,ga_landingpage_anon
google / organic,20220205,1,1,4,1564,PAGE1696
google / organic,20220208,1,1,1,0,PAGE1697
google / organic,20220208,1,1,5,145,PAGE1698
google / organic,20220208,1,1,1,0,PAGE1699
google / organic,20220209,1,1,5,777,PAGE1700
google / organic,20220206,1,1,1,0,PAGE1701
google / organic,20220205,1,1,2,55,PAGE1702
google / organic,20220207,1,1,1,0,PAGE1702
google / organic,20220207,1,1,2,11,PAGE1703
google / organic,20220206,1,1,2,233,PAGE1704
google / organic,20220209,1,1,4,50,PAGE1704
google / organic,20220210,1,1,1,0,PAGE1704
google / organic,20220210,1,1,15,1328,PAGE1705
google / organic,20220207,1,1,19,565,PAGE1706
google / organic,20220208,1,1,5,309,PAGE1706
google / organic,20220206,1,1,1,0,PAGE1707
google / organic,20220204,1,1,1,0,PAGE1708
google / organic,20220205,1,1,12,594,PAGE1708
google / organic,20220209,1,1,3,19,PAGE1709
google / organic,20220210,1,1,1,0,PAGE1709
google / organic,20220207,2,2,3,34,PAGE1710
google / organic,20220210,1,1,1,0,PAGE1710
google / organic,20220207,1,1,2,66,PAGE1711
google / organic,20220204,1,1,1,0,PAGE1712
google / organic,20220206,1,1,1,0,PAGE1713
google / organic,20220207,1,1,1,17,PAGE1713
google / organic,20220208,2,2,3,67,PAGE1713
google / organic,20220209,1,1,1,0,PAGE1713
google / organic,20220210,3,3,5,644,PAGE1713
google / organic,20220210,1,1,1,0,PAGE1714
google / organic,20220210,1,1,8,2212,PAGE1715
google / organic,20220206,1,1,1,10,PAGE1716
google / organic,20220204,1,1,1,0,PAGE1717
google / organic,20220210,1,1,1,0,PAGE1717
google / organic,20220208,1,1,1,0,PAGE1718
google / organic,20220208,1,1,1,28,PAGE1719
google / organic,20220210,1,1,4,250,PAGE1720
google / organic,20220210,1,1,1,0,PAGE1721
google / organic,20220207,1,1,2,28,PAGE1722
google / organic,20220208,1,1,2,9,PAGE1722
google / organic,20220204,1,1,2,49,PAGE1723
google / organic,20220208,1,1,1,0,PAGE1724
google / organic,20220209,1,1,1,0,PAGE1724
google / organic,20220204,1,1,1,0,PAGE0079
google / organic,20220206,1,1,2,4,PAGE1725
google / organic,20220209,1,1,1,0,PAGE1725
google / organic,20220204,1,1,1,0,PAGE1726
google / organic,20220210,1,1,1,0,PAGE1727
google / organic,20220204,1,1,1,0,PAGE1728
google / organic,20220207,1,1,2,43,PAGE1729
google / organic,20220208,1,1,1,0,PAGE0080
google / organic,20220209,2,2,2,0,PAGE1730
google / organic,20220210,4,4,10,594,PAGE0081
google / organic,20220207,2,2,6,1635,PAGE1731
google / organic,20220208,1,1,2,26,PAGE1731
google / organic,20220209,1,1,1,0,PAGE1731
google / organic,20220210,1,1,5,28,PAGE1731
google / organic,20220205,1,1,1,0,PAGE1732
google / organic,20220204,1,1,1,0,PAGE1733
google / organic,20220207,1,1,1,0,PAGE1734
google / organic,20220210,1,1,12,67,PAGE1735
google / organic,20220205,1,1,2,26,PAGE1736
google / organic,20220207,1,1,1,0,PAGE1737
google / organic,20220210,1,1,1,0,PAGE0658
google / organic,20220206,1,1,2,7,PAGE1738
google / organic,20220205,1,1,1,0,PAGE1739
google / organic,20220205,1,1,1,0,PAGE1740
google / organic,20220208,1,1,1,10,PAGE1741
google / organic,20220205,2,3,13,325,PAGE1742
google / organic,20220207,1,1,1,0,PAGE1743
google / organic,20220207,1,1,1,0,PAGE1744
google / organic,20220209,1,1,1,0,PAGE1744
google / organic,20220208,1,1,1,0,PAGE0082
google / organic,20220204,1,1,1,0,PAGE1745
google / organic,20220204,1,1,1,0,PAGE0083
google / organic,20220205,1,1,3,303,PAGE0083
google / organic,20220209,1,1,1,0,PAGE0083
google / organic,20220210,2,2,2,0,PAGE0083
google / organic,20220205,1,1,1,0,PAGE1746
google / organic,20220208,1,1,1,0,PAGE1746
google / organic,20220204,1,1,1,0,PAGE1747
google / organic,20220207,1,1,1,0,PAGE1748
google / organic,20220208,1,1,1,0,PAGE1749
google / organic,20220204,1,1,2,17,PAGE1750
google / organic,20220208,2,2,2,0,PAGE1750
google / organic,20220209,2,2,2,0,PAGE1750
google / organic,20220210,1,1,1,0,PAGE1750
google / organic,20220205,1,1,1,0,PAGE1751
google / organic,20220207,1,1,1,0,PAGE1751
google / organic,20220207,1,1,3,35,PAGE1752
google / organic,20220208,1,1,3,83,PAGE1752
google / organic,20220209,2,2,8,342,PAGE1753
google / organic,20220210,2,2,2,0,PAGE1753
google / organic,20220204,1,1,1,0,PAGE1754
google / organic,20220205,1,1,4,72,PAGE1179
google / organic,20220207,1,1,1,0,PAGE1179
google / organic,20220209,1,1,1,0,PAGE1179
google / organic,20220210,1,1,1,0,PAGE1179
google / organic,20220208,2,2,2,0,PAGE1755
google / organic,20220204,1,1,1,0,PAGE1756
google / organic,20220209,1,1,1,0,PAGE1756
google / organic,20220210,2,4,5,1353,PAGE1756
google / organic,20220207,1,1,1,0,PAGE1757
google / organic,20220204,1,1,4,63,PAGE1758
google / organic,20220207,2,2,3,153,PAGE1758
google / organic,20220207,2,2,3,4,PAGE1759
google / organic,20220209,1,1,1,0,PAGE1760
google / organic,20220209,1,1,1,0,PAGE1180
google / organic,20220206,1,2,2,0,PAGE0085
google / organic,20220208,1,1,1,0,PAGE0085
google / organic,20220210,3,3,3,0,PAGE0085
google / organic,20220207,2,2,2,0,PAGE1761
google / organic,20220210,1,1,1,0,PAGE1762
google / organic,20220210,1,1,1,0,PAGE1763
google / organic,20220204,1,1,3,11,PAGE1764
google / organic,20220208,1,1,2,248,PAGE1764
google / organic,20220206,1,1,1,0,PAGE1765
google / organic,20220207,2,2,3,26,PAGE1765
google / organic,20220204,1,2,3,483,PAGE1766
google / organic,20220205,1,4,6,1509,PAGE1766
google / organic,20220207,1,1,1,0,PAGE1766
google / organic,20220208,5,5,5,0,PAGE1766
google / organic,20220207,1,1,2,154,PAGE1767
google / organic,20220208,1,1,1,0,PAGE1768
google / organic,20220205,1,1,1,0,PAGE1769
google / organic,20220207,1,1,1,0,PAGE1770
google / organic,20220204,1,1,1,0,PAGE1771
google / organic,20220207,1,1,1,0,PAGE1771
google / organic,20220208,1,1,1,0,PAGE1771
google / organic,20220204,1,1,1,0,PAGE1772
google / organic,20220209,1,1,2,72,PAGE1772
google / organic,20220204,1,1,1,0,PAGE1773
google / organic,20220204,1,1,1,0,PAGE1774
google / organic,20220204,1,1,2,72,PAGE1775
google / organic,20220206,1,1,14,408,PAGE1776
google / organic,20220208,1,1,1,0,PAGE1777
google / organic,20220205,1,2,2,0,PAGE1778
google / organic,20220207,1,1,1,0,PAGE1779
google / organic,20220210,1,1,1,0,PAGE1780
google / organic,20220204,1,1,1,0,PAGE1182
google / organic,20220210,1,1,1,0,PAGE1182
google / organic,20220204,1,1,1,0,PAGE1781
google / organic,20220207,1,1,1,0,PAGE1782
google / organic,20220207,1,1,1,0,PAGE1783
google / organic,20220208,1,1,1,0,PAGE1784
google / organic,20220208,1,1,3,293,PAGE1785
google / organic,20220210,2,2,2,0,PAGE1785
google / organic,20220205,1,1,1,0,PAGE1786
google / organic,20220208,1,1,1,0,PAGE1786
google / organic,20220207,1,1,3,141,PAGE1787
google / organic,20220205,2,2,20,582,PAGE1788
google / organic,20220206,1,1,1,0,PAGE1788
google / organic,20220207,1,1,1,0,PAGE1788
google / organic,20220208,1,1,3,31,PAGE1788
google / organic,20220210,3,3,24,757,PAGE1788
google / organic,20220205,1,1,7,167,PAGE1789
google / organic,20220206,1,1,15,543,PAGE1789
google / organic,20220208,1,1,8,749,PAGE1789
google / organic,20220209,1,1,2,14,PAGE1789
google / organic,20220208,1,1,2,44,PAGE1790
google / organic,20220207,1,1,1,0,PAGE0087
google / organic,20220209,1,1,11,172,PAGE0087
google / organic,20220209,1,1,7,353,PAGE1791
google / organic,20220204,1,1,1,0,PAGE0089
google / organic,20220208,1,1,2,121,PAGE1792
google / organic,20220208,1,1,5,38,PAGE1793
google / organic,20220206,1,1,4,72,PAGE1794
google / organic,20220208,1,1,1,0,PAGE0090
google / organic,20220208,1,1,1,0,PAGE1795
google / organic,20220204,1,1,2,30,PAGE1796
google / organic,20220210,1,1,1,0,PAGE1796
google / organic,20220208,1,1,11,860,PAGE1797
google / organic,20220205,1,1,3,31,PAGE1798
google / organic,20220206,1,1,1,0,PAGE1799
google / organic,20220204,2,2,4,147,PAGE0093
google / organic,20220210,1,1,2,26,PAGE0093
google / organic,20220207,1,1,4,33,PAGE0094
google / organic,20220209,2,2,13,227,PAGE0094
google / organic,20220207,1,1,1,0,PAGE1800
google / organic,20220209,1,1,13,656,PAGE1800
google / organic,20220204,1,1,1,0,PAGE1801
google / organic,20220207,3,3,11,1845,PAGE1801
google / organic,20220207,1,1,1,41,PAGE1802
google / organic,20220210,1,1,1,0,PAGE1802
google / organic,20220204,1,1,1,0,PAGE1803
google / organic,20220206,1,1,1,0,PAGE1803
google / organic,20220207,1,1,1,0,PAGE1803
google / organic,20220208,2,2,3,258,PAGE1803
google / organic,20220209,1,1,1,0,PAGE1803
google / organic,20220210,1,1,1,0,PAGE1803
google / organic,20220207,3,3,4,4,PAGE0660
google / organic,20220209,1,1,2,16,PAGE0660
google / organic,20220207,2,2,4,631,PAGE0661
google / organic,20220208,1,1,1,0,PAGE0661
google / organic,20220209,2,2,2,0,PAGE0661
google / organic,20220210,2,2,2,0,PAGE0661
google / organic,20220204,1,1,1,0,PAGE1804
google / organic,20220206,3,3,9,476,PAGE1804
google / organic,20220207,3,3,3,0,PAGE1804
google / organic,20220208,3,3,7,1429,PAGE1804
google / organic,20220209,2,2,2,0,PAGE1804
google / organic,20220210,1,1,2,852,PAGE1804
google / organic,20220204,3,3,6,89,PAGE0095
google / organic,20220205,2,2,2,0,PAGE0095
google / organic,20220206,7,7,16,1835,PAGE0095
google / organic,20220207,14,16,21,1957,PAGE0095
google / organic,20220208,10,10,12,78,PAGE0095
google / organic,20220209,6,6,6,74,PAGE0095
google / organic,20220210,8,8,10,1018,PAGE0095
google / organic,20220210,1,1,1,0,PAGE1805
google / organic,20220204,1,1,1,0,PAGE1085
google / organic,20220208,1,1,1,0,PAGE1085
google / organic,20220209,1,1,1,0,PAGE1085
google / organic,20220210,3,4,8,1326,PAGE1085
google / organic,20220207,1,1,2,7,PAGE1806
google / organic,20220208,1,1,1,0,PAGE1806
google / organic,20220209,1,1,1,0,PAGE1806
google / organic,20220210,2,2,6,347,PAGE1806
google / organic,20220208,1,1,2,30,PAGE1807
google / organic,20220210,1,1,1,0,PAGE1807
google / organic,20220207,1,1,1,0,PAGE1808
google / organic,20220208,1,1,1,0,PAGE1120
google / organic,20220210,1,1,1,0,PAGE1809
google / organic,20220208,1,1,1,0,PAGE1810
google / organic,20220204,1,1,1,0,PAGE0096
google / organic,20220205,1,1,1,0,PAGE0096
google / organic,20220206,2,2,3,650,PAGE0096
google / organic,20220207,3,3,3,9,PAGE0096
google / organic,20220208,1,1,1,0,PAGE0096
google / organic,20220209,1,1,1,0,PAGE0096
google / organic,20220207,1,1,3,75,PAGE1811
google / organic,20220208,1,1,1,0,PAGE1811
google / organic,20220208,1,1,1,0,PAGE1812
google / organic,20220209,1,1,1,0,PAGE1813
google / organic,20220204,2,2,11,397,PAGE1814
google / organic,20220208,2,2,3,73,PAGE1814
google / organic,20220208,1,1,1,0,PAGE0663
google / organic,20220204,2,2,2,0,PAGE1815
google / organic,20220204,1,1,1,0,PAGE1816
google / organic,20220205,1,1,1,0,PAGE1816
google / organic,20220209,1,1,1,0,PAGE1817
google / organic,20220208,1,1,2,75,PAGE1818
google / organic,20220209,2,2,2,0,PAGE1818
google / organic,20220210,1,1,1,8,PAGE1818
google / organic,20220208,2,3,4,37,PAGE0665
google / organic,20220207,1,1,1,0,PAGE1819
google / organic,20220204,1,1,1,0,PAGE1820
google / organic,20220210,1,1,1,52,PAGE1820
google / organic,20220210,2,2,13,393,PAGE1821
google / organic,20220209,1,1,2,13,PAGE1822
google / organic,20220207,1,1,2,141,PAGE1126
google / organic,20220206,1,1,1,611,PAGE1823
google / organic,20220207,1,1,1,0,PAGE1824
google / organic,20220208,1,1,1,0,PAGE1824
google / organic,20220207,1,1,1,0,PAGE1825
google / organic,20220208,1,1,1,0,PAGE1826
google / organic,20220207,1,1,1,0,PAGE1827
google / organic,20220204,1,1,2,11,PAGE1828
google / organic,20220206,2,2,3,24,PAGE1828
google / organic,20220208,1,1,1,8,PAGE1829
google / organic,20220210,1,1,1,0,PAGE1830
google / organic,20220209,1,1,1,0,PAGE1831
google / organic,20220208,2,3,3,0,PAGE1832
google / organic,20220209,2,2,9,542,PAGE1832
google / organic,20220208,2,2,2,10,PAGE1833
google / organic,20220209,2,2,2,0,PAGE1833
google / organic,20220208,1,2,2,0,PAGE1834
